Harbour Lane Logistics
Outbound shipments
Exported 2026-06-30

Tracking No,Ship Date,Destination Port,Carrier,Weight (kg),Pallet Count,Declared Value,Customs Ref
HL-003509,2026-02-11,Rotterdam,DHL,295.16,13,18070.97,CR-03509
HL-003510,2026-02-01,Felixstowe,FedEx,169.49,20,12029.36,CR-03510
HL-003511,2026-05-30,Felixstowe,FedEx,219.92,1,46260.28,CR-03511
HL-003512,2026-05-02,Felixstowe,FedEx,306.19,1,20678.72,CR-03512
HL-003513,2026-03-10,Rotterdam,Maersk,343.9,10,32063.97,CR-03513
HL-003514,2026-06-04,Rotterdam,FedEx,225.04,11,42417.76,
HL-003515,2026-04-27,Rotterdam,UPS,356.88,12,16981.7,CR-03515
HL-003516,2026-03-27,Gdansk,FedEx,93.18,17,16453.3,CR-03516
HL-003517,2026-01-28,Felixstowe,UPS,194.28,16,34005.27,CR-03517
HL-003518,2026-05-20,Gdansk,UPS,60.56,20,47171.74,CR-03518
HL-003519,2026-03-01,Felixstowe,UPS,147.49,18,29789.9,CR-03519
HL-003520,2026-04-04,Rotterdam,UPS,248.66,8,37775.79,CR-03520
HL-003521,2026-04-12,Algeciras,UPS,196.98,24,7773.63,CR-03521
HL-003522,2026-06-19,Rotterdam,DHL,14.49,18,34450.68,CR-03522
HL-003523,2026-02-23,Felixstowe,UPS,63.87,7,38521.63,CR-03523
HL-003524,2026-05-19,Piraeus,FedEx,223.87,14,5961.3,CR-03524
HL-003525,2026-03-19,Algeciras,UPS,303.79,25,9595.4,CR-03525
HL-003526,2026-02-06,Piraeus,UPS,285.62,25,3445.32,CR-03526
HL-003527,2026-06-14,Piraeus,UPS,173.78,2,26102.26,CR-03527
HL-003528,2026-02-21,Felixstowe,FedEx,172.28,22,38075.94,CR-03528
HL-003529,2026-04-05,Rotterdam,FedEx,173.28,5,46514.87,CR-03529
HL-003530,2026-06-25,Rotterdam,Maersk,314.12,16,17017.26,CR-03530
HL-003531,2026-06-06,Felixstowe,DHL,361.61,3,39210.57,CR-03531
HL-003532,2026-05-23,Rotterdam,UPS,365.18,10,17106.33,CR-03532
HL-003533,2026-05-24,Algeciras,DHL,235.98,3,28819.43,
HL-003534,2026-05-02,Gdansk,UPS,200.42,17,22033.89,CR-03534
HL-003535,2026-02-02,Rotterdam,DHL,150.98,13,11920.25,CR-03535
HL-003536,2026-04-13,Rotterdam,FedEx,131.5,10,7645.41,CR-03536
HL-003537,2026-01-26,Gdansk,FedEx,33.03,8,933.44,CR-03537
HL-003538,2026-01-14,Rotterdam,DHL,239.31,14,29807.82,CR-03538
HL-003539,2026-05-20,Felixstowe,Maersk,98.99,6,17968.59,CR-03539
HL-003540,2026-03-21,Felixstowe,DHL,49.27,18,20499.63,CR-03540
HL-003541,2026-04-26,Rotterdam,FedEx,182.39,20,15678.54,CR-03541
HL-003542,2026-05-27,Rotterdam,UPS,315.28,24,30738.68,CR-03542
HL-003543,2026-04-14,Gdansk,DHL,203.55,6,4141.13,CR-03543
HL-003544,2026-05-18,Rotterdam,UPS,171.52,13,19218.3,CR-03544
HL-003545,2026-04-02,Gdansk,FedEx,227.6,2,46486.67,CR-03545
HL-003546,2026-06-14,Felixstowe,FedEx,15.65,8,40956.33,CR-03546
HL-003547,2026-02-26,Felixstowe,DHL,333.08,3,30937.07,CR-03547
HL-003548,2026-01-22,Rotterdam,DHL,104.14,22,29954.76,CR-03548
HL-003549,2026-02-19,Rotterdam,UPS,53.65,20,37246.25,CR-03549
HL-003550,2026-03-25,Rotterdam,DHL,232.14,1,46188.46,CR-03550
HL-003551,2026-01-01,Gdansk,UPS,195.61,14,46627.09,CR-03551
HL-003552,2026-04-24,Gdansk,Maersk,241.81,10,34372.58,CR-03552
HL-003553,2026-03-27,Felixstowe,UPS,138.76,15,21487.82,CR-03553
HL-003554,2026-03-30,Gdansk,UPS,45.17,23,4648.05,CR-03554
HL-003555,2026-01-06,Piraeus,UPS,323.95,10,29242.1,
HL-003556,2026-06-02,Felixstowe,DHL,292.62,18,12745.07,CR-03556
HL-003557,2026-04-05,Gdansk,FedEx,50.96,3,20468.92,CR-03557
HL-003558,2026-05-04,Algeciras,UPS,297.11,11,20795.84,CR-03558
HL-003559,2026-05-24,Rotterdam,Maersk,115.22,6,33391.82,
HL-003560,2026-01-25,Gdansk,FedEx,323.52,4,32420,CR-03560
HL-003561,2026-03-13,Felixstowe,DHL,107.96,16,40284.44,CR-03561
HL-003562,2026-04-27,Rotterdam,Maersk,314.74,20,45219.56,
HL-003563,2026-01-08,Gdansk,FedEx,187.09,26,18625.15,CR-03563
HL-003564,2026-06-24,Rotterdam,DHL,82.94,25,3708.76,CR-03564
HL-003565,2026-03-16,Rotterdam,Maersk,367.78,18,22842.79,CR-03565
HL-003566,2026-02-01,Rotterdam,FedEx,59.83,13,2007.41,CR-03566
HL-003567,2026-05-07,Algeciras,DHL,82.49,1,47263.45,CR-03567
HL-003568,2026-05-08,Algeciras,DHL,365.31,20,32285.08,CR-03568
HL-003569,2026-01-25,Piraeus,DHL,203.26,2,14196.5,CR-03569
HL-003570,2026-05-19,Rotterdam,Maersk,144.65,12,39877.17,CR-03570
HL-003571,2026-03-28,Felixstowe,DHL,15.43,14,42961.82,CR-03571
HL-003572,2026-06-16,Rotterdam,UPS,7.01,3,20088.13,CR-03572
HL-003573,2026-06-05,Gdansk,Maersk,117.25,22,15505.5,CR-03573
HL-003574,2026-06-30,Algeciras,UPS,254.96,6,42112.44,CR-03574
HL-003575,2026-01-28,Rotterdam,FedEx,367.91,20,31738.69,CR-03575
HL-003576,2026-05-26,Piraeus,Maersk,192.56,9,37052.26,CR-03576
HL-003577,2026-03-06,Felixstowe,DHL,289.77,8,23626.81,
HL-003578,2026-02-14,Algeciras,DHL,254.89,10,27145.76,
HL-003579,2026-03-06,Felixstowe,Maersk,114.93,20,6686.74,CR-03579
HL-003580,2026-06-24,Gdansk,DHL,117.7,17,14643.9,CR-03580
HL-003581,2026-05-06,Felixstowe,DHL,107.48,17,9836.86,
HL-003582,2026-02-11,Felixstowe,DHL,83.86,4,46053.87,CR-03582
HL-003583,2026-02-18,Felixstowe,DHL,172.37,6,13490.41,CR-03583
HL-003584,2026-04-05,Felixstowe,UPS,176.38,7,45516.43,CR-03584
HL-003585,2026-06-18,Rotterdam,UPS,312.17,12,28170.71,CR-03585
HL-003586,2026-04-24,Felixstowe,FedEx,117.53,20,43276.5,CR-03586
HL-003587,2026-05-30,Rotterdam,Maersk,372.68,14,2171.16,CR-03587
HL-003588,2026-05-19,Rotterdam,Maersk,168.43,2,16636.79,CR-03588
HL-003589,2026-06-21,Rotterdam,DHL,9.23,4,41171.74,CR-03589
HL-003590,2026-04-18,Rotterdam,Maersk,155.17,25,33256.72,CR-03590
HL-003591,2026-05-16,Felixstowe,Maersk,91.82,24,7880.57,CR-03591
HL-003592,2026-06-15,Rotterdam,DHL,84.26,7,25484.27,CR-03592
HL-003593,2026-05-20,Felixstowe,Maersk,98.29,25,1748.48,CR-03593
HL-003594,2026-03-22,Felixstowe,UPS,145.11,20,16256.72,CR-03594
HL-003595,2026-02-11,Felixstowe,UPS,45.63,1,28339,CR-03595
HL-003596,2026-04-21,Rotterdam,FedEx,73.37,6,11370.2,CR-03596
HL-003597,2026-03-03,Rotterdam,UPS,108.09,8,42817.03,CR-03597
HL-003598,2026-05-09,Algeciras,Maersk,83.25,3,33938.67,CR-03598
HL-003599,2026-01-13,Algeciras,DHL,75.87,20,18605.68,CR-03599
HL-003600,2026-01-22,Piraeus,DHL,113.85,10,24177.56,CR-03600
HL-003601,2026-01-30,Algeciras,Maersk,297.54,2,27281.15,CR-03601
HL-003602,2026-06-01,Rotterdam,UPS,110.76,3,47188.57,CR-03602
HL-003603,2026-02-19,Felixstowe,DHL,352.77,16,11164.71,CR-03603
HL-003604,2026-03-26,Algeciras,DHL,67.8,16,35076.26,CR-03604
HL-003605,2026-03-13,Rotterdam,Maersk,73.81,6,10367.89,
HL-003606,2026-01-12,Gdansk,Maersk,290.2,25,25371.41,CR-03606
HL-003607,2026-03-23,Algeciras,DHL,79.33,24,5592.71,CR-03607
HL-003608,2026-03-21,Felixstowe,DHL,95.93,25,23850.51,CR-03608
HL-003609,2026-01-01,Gdansk,FedEx,325.16,13,33019.34,CR-03609
HL-003610,2026-03-16,Felixstowe,DHL,214.46,21,32591.83,CR-03610
HL-003611,2026-06-24,Gdansk,FedEx,69.79,4,26707.37,CR-03611
HL-003612,2026-01-01,Rotterdam,Maersk,284.54,10,28930.29,CR-03612
HL-003613,2026-03-13,Algeciras,Maersk,48.78,10,18136.92,
HL-003614,2026-06-08,Rotterdam,DHL,115.63,4,18341.78,CR-03614
HL-003615,2026-05-02,Piraeus,UPS,202.55,23,33264.61,CR-03615
HL-003616,2026-04-24,Felixstowe,DHL,40.63,25,12941.3,CR-03616
HL-003617,2026-04-28,Algeciras,Maersk,138.94,18,14928.16,CR-03617
HL-003618,2026-01-22,Felixstowe,DHL,145.02,23,39684.83,CR-03618
HL-003619,2026-03-16,Piraeus,UPS,221.39,23,46041.69,CR-03619
HL-003620,2026-06-04,Piraeus,Maersk,92.37,13,37852.76,CR-03620
HL-003621,2026-03-12,Algeciras,FedEx,304.89,8,5304.27,CR-03621
HL-003622,2026-04-03,Rotterdam,DHL,193.67,12,27065.09,CR-03622
HL-003623,2026-04-01,Gdansk,DHL,238.36,4,33703.53,CR-03623
HL-003624,2026-04-20,Rotterdam,Maersk,197.82,4,41112.17,CR-03624
HL-003625,2026-04-10,Felixstowe,DHL,206.65,3,28612.86,CR-03625
HL-003626,2026-05-26,Felixstowe,DHL,290.38,7,9369.11,CR-03626
HL-003627,2026-04-23,Felixstowe,FedEx,229.05,15,10170.27,CR-03627
HL-003628,2026-05-08,Rotterdam,UPS,239.81,6,23187.64,CR-03628
HL-003629,2026-03-05,Rotterdam,DHL,93.71,21,14160.41,CR-03629
HL-003630,2026-03-30,Algeciras,Maersk,126.17,2,24774.09,CR-03630
HL-003631,2026-05-09,Rotterdam,DHL,63.58,16,38337.78,CR-03631
HL-003632,2026-06-05,Piraeus,DHL,219.96,4,26998.4,CR-03632
HL-003633,2026-01-04,Felixstowe,DHL,81.57,1,30797.19,CR-03633
HL-003634,2026-03-30,Felixstowe,DHL,262.82,3,23077.31,CR-03634
HL-003635,2026-01-11,Gdansk,DHL,175.95,14,18837.78,
HL-003636,2026-02-08,Felixstowe,UPS,287.49,23,19269.53,CR-03636
HL-003637,2026-06-08,Gdansk,UPS,310.25,16,18871.25,
HL-003638,2026-06-25,Felixstowe,UPS,136.07,23,40706.19,CR-03638
HL-003639,2026-05-28,Gdansk,UPS,93.13,11,45654.56,CR-03639
HL-003640,2026-03-30,Gdansk,DHL,101.33,6,29216.72,CR-03640
HL-003641,2026-06-12,Algeciras,DHL,370.88,23,12636.17,CR-03641
HL-003642,2026-05-29,Algeciras,FedEx,263.17,12,41159.67,CR-03642
HL-003643,2026-04-15,Rotterdam,UPS,362.53,20,38177.56,
HL-003644,2026-06-11,Gdansk,UPS,365.97,8,20258.36,CR-03644
HL-003645,2026-06-24,Algeciras,FedEx,351.09,22,14269.29,CR-03645
HL-003646,2026-06-04,Rotterdam,DHL,242.95,13,13313.45,CR-03646
HL-003647,2026-01-06,Felixstowe,UPS,190.64,17,12188.52,CR-03647
HL-003648,2026-05-25,Felixstowe,UPS,96.19,17,36038.46,CR-03648
HL-003649,2026-04-06,Algeciras,UPS,155.39,8,14458.44,CR-03649
HL-003650,2026-03-20,Felixstowe,DHL,347.75,11,22153.64,CR-03650
HL-003651,2026-02-17,Felixstowe,DHL,35.82,11,19446.76,CR-03651
HL-003652,2026-05-11,Piraeus,DHL,108.67,9,29119.67,CR-03652
HL-003653,2026-05-11,Rotterdam,FedEx,320.29,4,15262.24,CR-03653
HL-003654,2026-03-20,Felixstowe,UPS,305.87,22,7509.34,CR-03654
HL-003655,2026-04-06,Gdansk,DHL,101.15,14,21359.12,CR-03655
HL-003656,2026-04-25,Piraeus,DHL,211.38,24,37610.04,CR-03656
HL-003657,2026-03-02,Rotterdam,UPS,149.44,5,37958.84,CR-03657
HL-003658,2026-03-21,Algeciras,Maersk,191.02,3,14569.99,CR-03658
HL-003659,2026-06-02,Rotterdam,UPS,160.21,18,799.18,CR-03659
HL-003660,2026-05-17,Felixstowe,FedEx,141.09,10,33667.38,CR-03660
HL-003661,2026-03-15,Rotterdam,FedEx,204.79,25,46567.84,CR-03661
HL-003662,2026-03-03,Piraeus,Maersk,158.83,15,23971.05,CR-03662
HL-003663,2026-02-16,Rotterdam,DHL,100.89,25,39558.53,CR-03663
HL-003664,2026-06-28,Rotterdam,DHL,216.34,22,44817.69,
HL-003665,2026-03-04,Rotterdam,Maersk,365.69,4,25050.21,CR-03665
HL-003666,2026-05-20,Felixstowe,DHL,0.45,2,39999.46,CR-03666
HL-003667,2026-01-18,Gdansk,UPS,154.6,22,32228.83,
HL-003668,2026-03-02,Rotterdam,Maersk,2.72,18,47947.41,CR-03668
HL-003669,2026-01-04,Rotterdam,UPS,189.13,2,43771.15,CR-03669
HL-003670,2026-03-04,Felixstowe,DHL,148.84,26,42958.44,CR-03670
HL-003671,2026-02-17,Algeciras,DHL,268.83,6,20934.86,CR-03671
HL-003672,2026-02-05,Rotterdam,DHL,172.31,13,40776.28,CR-03672
HL-003673,2026-04-16,Rotterdam,DHL,120,5,28222.47,CR-03673
HL-003674,2026-06-26,Rotterdam,UPS,366.16,2,20543.08,CR-03674
HL-003675,2026-05-28,Rotterdam,DHL,184.01,15,47029.03,CR-03675
HL-003676,2026-01-01,Felixstowe,FedEx,317.65,2,21836.36,CR-03676
HL-003677,2026-03-08,Gdansk,UPS,119.9,16,46655.98,CR-03677
HL-003678,2026-06-10,Gdansk,DHL,124.45,22,40915.35,CR-03678
HL-003679,2026-02-06,Felixstowe,DHL,151.94,17,37406.02,CR-03679
HL-003680,2026-02-01,Piraeus,DHL,142.33,9,38727.07,CR-03680
HL-003681,2026-03-02,Felixstowe,DHL,69.93,12,37087.64,CR-03681
HL-003682,2026-02-18,Felixstowe,FedEx,242.84,2,5033.25,CR-03682
HL-003683,2026-06-29,Algeciras,UPS,33.07,24,32209.56,CR-03683
HL-003684,2026-05-14,Rotterdam,FedEx,40.01,9,43805.94,CR-03684
HL-003685,2026-03-25,Algeciras,DHL,266.4,4,45338,CR-03685
HL-003686,2026-04-12,Algeciras,FedEx,107.47,10,47607.86,CR-03686
HL-003687,2026-04-29,Felixstowe,DHL,357.93,16,37780.15,CR-03687
HL-003688,2026-06-02,Rotterdam,DHL,289.47,8,8985.01,CR-03688
HL-003689,2026-01-28,Piraeus,DHL,105.35,10,18671.74,CR-03689
HL-003690,2026-04-04,Rotterdam,UPS,47.58,17,12778.63,CR-03690
HL-003691,2026-05-04,Piraeus,DHL,64.31,17,42818.71,CR-03691
HL-003692,2026-05-10,Rotterdam,FedEx,95.17,19,27145.2,CR-03692
HL-003693,2026-02-14,Rotterdam,FedEx,217.7,25,45889.43,CR-03693
HL-003694,2026-06-18,Felixstowe,DHL,333.17,12,40386.02,CR-03694
HL-003695,2026-05-17,Felixstowe,UPS,372.26,20,3079.94,CR-03695
HL-003696,2026-04-11,Felixstowe,UPS,327.67,19,30060.76,CR-03696
HL-003697,2026-05-27,Felixstowe,FedEx,300.26,22,8106.36,CR-03697
HL-003698,2026-02-24,Rotterdam,UPS,229.15,20,47299.6,
HL-003699,2026-05-23,Rotterdam,DHL,363.21,2,4894.78,CR-03699
HL-003700,2026-01-19,Felixstowe,FedEx,107.09,14,7790.57,CR-03700
HL-003701,2026-01-19,Algeciras,FedEx,261.61,24,10730.08,CR-03701
HL-003702,2026-04-21,Piraeus,DHL,168.24,22,16257.46,CR-03702
HL-003703,2026-02-19,Felixstowe,DHL,104.03,18,2910.08,CR-03703
HL-003704,2026-04-22,Gdansk,DHL,134.53,24,41971.47,CR-03704
HL-003705,2026-01-23,Piraeus,Maersk,100.02,19,26510.82,CR-03705
HL-003706,2026-03-31,Gdansk,UPS,210.55,3,24341.66,CR-03706
HL-003707,2026-04-22,Gdansk,FedEx,176.87,18,25288.99,CR-03707
HL-003708,2026-04-12,Felixstowe,Maersk,134.68,2,34655.63,
HL-003709,2026-05-15,Gdansk,FedEx,343.97,12,31368.02,CR-03709
HL-003710,2026-06-11,Gdansk,UPS,379.13,7,7679.8,CR-03710
HL-003711,2026-02-08,Felixstowe,UPS,245.54,14,34205.06,CR-03711
HL-003712,2026-04-02,Rotterdam,DHL,150.58,25,27542.78,CR-03712
HL-003713,2026-02-11,Felixstowe,UPS,118.1,6,43554.95,CR-03713
HL-003714,2026-02-21,Rotterdam,FedEx,234.6,21,46691.29,CR-03714
HL-003715,2026-04-28,Algeciras,UPS,215.04,24,27250.34,CR-03715
HL-003716,2026-03-16,Piraeus,UPS,321.79,19,8601.06,CR-03716
HL-003717,2026-06-30,Felixstowe,DHL,12.39,13,7250.33,CR-03717
HL-003718,2026-03-05,Felixstowe,UPS,283.05,6,8669.84,CR-03718
HL-003719,2026-05-02,Felixstowe,FedEx,30.47,7,19541.43,CR-03719
HL-003720,2026-02-13,Felixstowe,DHL,318.21,22,14201.69,CR-03720
HL-003721,2026-02-23,Algeciras,DHL,285.08,11,13470.89,
HL-003722,2026-02-17,Rotterdam,FedEx,14.02,9,28013.19,CR-03722
HL-003723,2026-02-27,Gdansk,DHL,294.2,25,40056.93,CR-03723
HL-003724,2026-04-11,Gdansk,DHL,192.76,19,11950.65,CR-03724
HL-003725,2026-05-26,Rotterdam,Maersk,273.19,25,26308.7,CR-03725
HL-003726,2026-03-16,Gdansk,Maersk,173.73,10,2324.88,CR-03726
HL-003727,2026-04-21,Rotterdam,DHL,333.59,23,20361.46,CR-03727
HL-003728,2026-01-23,Felixstowe,Maersk,20.53,15,19843.81,CR-03728
HL-003729,2026-03-05,Rotterdam,DHL,120.74,11,3519.19,
HL-003730,2026-05-10,Felixstowe,DHL,19.16,8,35063.16,CR-03730
HL-003731,2026-02-04,Gdansk,Maersk,295.97,12,194.32,CR-03731
HL-003732,2026-05-07,Rotterdam,DHL,46.13,22,37327.46,
HL-003733,2026-05-08,Rotterdam,UPS,193.44,1,7206.33,CR-03733
HL-003734,2026-01-03,Rotterdam,DHL,181.87,7,45709.8,CR-03734
HL-003735,2026-02-22,Felixstowe,UPS,67.94,10,20588.57,CR-03735
HL-003736,2026-03-15,Gdansk,DHL,377.77,1,29867.9,CR-03736
HL-003737,2026-01-16,Piraeus,DHL,92.3,19,20932.79,CR-03737
HL-003738,2026-05-22,Gdansk,FedEx,242.52,21,25834.62,CR-03738
HL-003739,2026-02-10,Rotterdam,Maersk,113.57,16,10962.51,
HL-003740,2026-06-10,Rotterdam,UPS,276.56,10,1693.86,CR-03740
HL-003741,2026-05-06,Felixstowe,UPS,324.12,15,19497.87,CR-03741
HL-003742,2026-03-05,Rotterdam,DHL,220.54,19,46761.95,
HL-003743,2026-01-13,Rotterdam,DHL,71.1,2,41594.25,CR-03743
HL-003744,2026-03-03,Piraeus,DHL,191.79,2,30615.74,CR-03744
HL-003745,2026-05-19,Piraeus,UPS,31.87,24,143.59,
HL-003746,2026-05-10,Gdansk,DHL,18.29,2,5196.46,CR-03746
HL-003747,2026-05-03,Rotterdam,Maersk,229.24,16,4699.09,CR-03747
HL-003748,2026-04-18,Rotterdam,DHL,277.3,20,9882.89,CR-03748
HL-003749,2026-04-24,Felixstowe,DHL,92.35,21,37161.46,CR-03749
HL-003750,2026-03-09,Rotterdam,DHL,45,9,36378.97,CR-03750
HL-003751,2026-03-28,Rotterdam,UPS,138.59,22,36549.98,CR-03751
HL-003752,2026-06-15,Rotterdam,Maersk,330.81,6,35466.23,CR-03752
HL-003753,2026-06-30,Rotterdam,FedEx,27.2,2,8168.38,CR-03753
HL-003754,2026-03-22,Gdansk,FedEx,176.41,21,26526.05,CR-03754
HL-003755,2026-03-23,Rotterdam,UPS,49.26,11,31085.6,
HL-003756,2026-04-19,Piraeus,DHL,189.63,7,6678.37,CR-03756
HL-003757,2026-04-22,Rotterdam,FedEx,302.16,19,16931.13,
HL-003758,2026-06-21,Gdansk,FedEx,354.22,2,11870.8,CR-03758
HL-003759,2026-06-09,Algeciras,DHL,211.73,6,35208.19,CR-03759
HL-003760,2026-06-11,Felixstowe,UPS,116.99,15,8287.94,CR-03760
HL-003761,2026-01-14,Rotterdam,Maersk,215.42,23,9924.81,CR-03761
HL-003762,2026-02-09,Rotterdam,FedEx,119.99,12,30090.09,CR-03762
HL-003763,2026-03-26,Rotterdam,UPS,17.41,4,30920.86,CR-03763
HL-003764,2026-06-12,Rotterdam,FedEx,182.75,4,41027.99,
HL-003765,2026-06-21,Gdansk,DHL,371.32,25,15831.38,CR-03765
HL-003766,2026-04-19,Rotterdam,DHL,346.68,14,25480.4,CR-03766
HL-003767,2026-02-08,Piraeus,FedEx,311.14,3,35885.41,CR-03767
HL-003768,2026-03-23,Piraeus,Maersk,318.41,6,31895.26,CR-03768
HL-003769,2026-03-07,Rotterdam,DHL,79.1,15,13621.89,CR-03769
HL-003770,2026-03-25,Gdansk,UPS,171,11,5866.77,CR-03770
HL-003771,2026-04-06,Felixstowe,Maersk,329.58,15,25612.11,CR-03771
HL-003772,2026-04-12,Felixstowe,DHL,10.4,24,24831.24,CR-03772
HL-003773,2026-02-17,Piraeus,UPS,148.04,14,12399.6,CR-03773
HL-003774,2026-02-25,Algeciras,DHL,293.95,3,33835.92,CR-03774
HL-003775,2026-06-19,Rotterdam,DHL,125.32,26,10417.36,CR-03775
HL-003776,2026-04-28,Felixstowe,FedEx,282.12,22,16687.46,CR-03776
HL-003777,2026-06-04,Algeciras,DHL,279.33,7,44875.16,CR-03777
HL-003778,2026-02-25,Felixstowe,DHL,220.39,8,45201.07,CR-03778
HL-003779,2026-04-11,Rotterdam,DHL,119.17,20,33594.49,CR-03779
HL-003780,2026-06-14,Gdansk,UPS,45.69,16,20685.76,CR-03780
HL-003781,2026-01-28,Rotterdam,UPS,65.92,22,32247.36,CR-03781
HL-003782,2026-01-15,Algeciras,DHL,43.97,9,13192.24,
HL-003783,2026-04-12,Felixstowe,UPS,210.16,23,30213.75,CR-03783
HL-003784,2026-06-16,Gdansk,DHL,161.91,1,31975.99,CR-03784
HL-003785,2026-02-08,Felixstowe,FedEx,207.1,10,32416.05,CR-03785
HL-003786,2026-05-07,Felixstowe,Maersk,0.78,12,10649.77,CR-03786
HL-003787,2026-06-09,Gdansk,UPS,130.38,24,5966.17,CR-03787
HL-003788,2026-06-29,Piraeus,FedEx,216.1,7,39599.8,CR-03788
HL-003789,2026-02-04,Rotterdam,UPS,230.42,2,43435.45,CR-03789
HL-003790,2026-03-25,Piraeus,Maersk,292.28,16,26866.11,CR-03790
HL-003791,2026-06-28,Felixstowe,Maersk,42.45,9,3584.88,CR-03791
HL-003792,2026-04-07,Felixstowe,UPS,377.89,4,43934.54,CR-03792
HL-003793,2026-06-29,Gdansk,UPS,15.77,4,33120.2,CR-03793
HL-003794,2026-02-28,Piraeus,Maersk,352.76,11,36316.39,CR-03794
HL-003795,2026-05-27,Felixstowe,DHL,361.21,19,24562.26,CR-03795
HL-003796,2026-01-05,Felixstowe,FedEx,253.84,4,13823.98,CR-03796
HL-003797,2026-03-16,Algeciras,DHL,81.3,9,3298.5,
HL-003798,2026-01-30,Algeciras,DHL,351.63,14,22942.57,CR-03798
HL-003799,2026-01-07,Algeciras,Maersk,169.76,8,41633.52,CR-03799
HL-003800,2026-04-05,Piraeus,UPS,283.05,21,47996.31,CR-03800
HL-003801,2026-01-30,Felixstowe,Maersk,209.04,20,15029.58,CR-03801
HL-003802,2026-01-10,Rotterdam,Maersk,150.73,17,25943.97,CR-03802
HL-003803,2026-01-21,Algeciras,UPS,185.19,6,4480.98,
HL-003804,2026-02-08,Gdansk,UPS,214.78,11,15817.76,CR-03804
HL-003805,2026-01-26,Felixstowe,DHL,93.19,23,21003.65,CR-03805
HL-003806,2026-03-22,Gdansk,Maersk,308.97,9,45537.51,CR-03806
HL-003807,2026-03-06,Algeciras,UPS,198.08,20,24483.77,CR-03807
HL-003808,2026-03-26,Algeciras,FedEx,110.79,11,19130.23,
HL-003809,2026-04-26,Algeciras,UPS,122.02,3,47055.19,CR-03809
HL-003810,2026-05-22,Gdansk,UPS,239.84,20,8601.67,CR-03810
HL-003811,2026-05-09,Felixstowe,Maersk,317.92,19,21374.97,CR-03811
HL-003812,2026-03-06,Felixstowe,DHL,220.2,19,30115.5,CR-03812
HL-003813,2026-06-15,Felixstowe,DHL,269.21,24,14120.7,CR-03813
HL-003814,2026-01-06,Felixstowe,FedEx,197.57,4,38009.29,CR-03814
HL-003815,2026-05-28,Piraeus,DHL,129.65,26,29774.07,CR-03815
HL-003816,2026-06-02,Felixstowe,FedEx,339.38,15,28521.07,CR-03816
HL-003817,2026-06-25,Piraeus,FedEx,69.27,9,29034.78,CR-03817
HL-003818,2026-06-18,Felixstowe,FedEx,132.89,5,974.81,CR-03818
HL-003819,2026-04-29,Felixstowe,FedEx,178.45,16,43276.88,CR-03819
HL-003820,2026-05-26,Rotterdam,UPS,30.56,14,33249.49,CR-03820
HL-003821,2026-01-21,Algeciras,DHL,123.85,7,28185.26,CR-03821
HL-003822,2026-06-29,Felixstowe,FedEx,90.47,17,25485.48,CR-03822
HL-003823,2026-04-22,Gdansk,DHL,323.19,1,18861.74,CR-03823
HL-003824,2026-03-20,Rotterdam,DHL,128.84,20,11381.39,CR-03824
HL-003825,2026-01-10,Gdansk,DHL,101.5,19,34230.58,CR-03825
HL-003826,2026-01-30,Rotterdam,FedEx,250.08,19,43745.61,CR-03826
HL-003827,2026-05-26,Rotterdam,DHL,239.29,4,3253.98,CR-03827
HL-003828,2026-04-15,Felixstowe,UPS,63.8,22,29055.64,CR-03828
HL-003829,2026-02-23,Gdansk,FedEx,280.59,21,15144.03,CR-03829
HL-003830,2026-04-20,Rotterdam,UPS,164.87,5,14701.44,
HL-003831,2026-06-07,Gdansk,UPS,169.08,13,2926.87,CR-03831
HL-003832,2026-04-06,Felixstowe,UPS,355.16,21,37791.29,CR-03832
HL-003833,2026-05-02,Piraeus,UPS,201.24,5,25004.68,
HL-003834,2026-01-21,Felixstowe,UPS,373.65,10,28901.85,
HL-003835,2026-02-13,Rotterdam,FedEx,315.87,14,19103.69,CR-03835
HL-003836,2026-04-21,Felixstowe,UPS,186.48,3,27161.92,CR-03836
HL-003837,2026-02-23,Algeciras,UPS,364.16,2,47416.75,CR-03837
HL-003838,2026-05-20,Piraeus,UPS,169.33,25,6334.84,CR-03838
HL-003839,2026-06-01,Gdansk,FedEx,218.88,18,39425.11,CR-03839
HL-003840,2026-02-08,Gdansk,DHL,231.74,24,21773.12,CR-03840
HL-003841,2026-01-18,Algeciras,DHL,273.25,8,34191.79,CR-03841
HL-003842,2026-05-28,Rotterdam,DHL,261.78,19,3040.11,
HL-003843,2026-04-15,Piraeus,FedEx,203.76,7,7945.33,CR-03843
HL-003844,2026-02-03,Piraeus,DHL,206.39,22,40007.69,CR-03844
HL-003845,2026-02-19,Algeciras,Maersk,331.08,3,32705.58,CR-03845
HL-003846,2026-04-16,Felixstowe,Maersk,300.1,14,6456.94,CR-03846
HL-003847,2026-01-26,Piraeus,UPS,162.96,9,7766.89,CR-03847
HL-003848,2026-04-12,Rotterdam,UPS,279.31,17,22545.64,CR-03848
HL-003849,2026-02-25,Felixstowe,FedEx,353.49,22,42540.58,CR-03849
HL-003850,2026-04-11,Gdansk,DHL,355.92,13,18443.12,CR-03850
HL-003851,2026-01-01,Felixstowe,FedEx,171.6,23,42784.31,CR-03851
HL-003852,2026-06-25,Algeciras,DHL,126.06,23,5774.16,CR-03852
