Supplier Number,Company Name,Display Name,SIM Status,Organization Type,Federal Tax ID,DUNS,Country of Operation,Preferred Currency,Payment Term,Invoice Matching Level,Minority Indicator,Minority Type,Primary Contact Email,Pay Group,Risk Tier,Insurance Expiry,Plants Served
V-102467,Alderman Foundry Ltd.,Alderman Foundry,inactive,Limited Liability Company,80-9285493,110826002,,MXN,2/10 Net 30,3-way,0,,alderman.foundry.aldermanfou.com,MX-AP,2,2026-07-19,PLT-11
V-102468,Marchmont Machining Corp,,Draft,Corporation,302213342,916818472,Deutschland,USD,Net 60,none,N,,marchmont.machining@marchmontmac.com,MX-AP,Tier 1,2026-09-28,"PLT-05, PLT-12, PLT-03"
V-102469,Hollingworth Machining Corp,,I,Partnership,412199910,,US,MXN,Net 30,3-way,YES,VOSB,hollingworth.machining@hollingworthmac.com,US-AP,High,2027-06-27,PLT-05
V-102470,Netherfield Logistics Inc,,Active,Partnership,18-2636951,306611346,USA,MXN,Net30,2-way,No,,netherfield.logistics@netherfieldlog.com,EU-AP,Medium,,
V-102471,Verwood Electrical LLC,Verwood Electrical,active,LLC,01-1465076,60-832-0439,United States,USD,Net 60,2-way,No,,verwood.electrical@verwoodele.com,,Tier 1,06/22/2028,PLT-12
V-102472,Ullswater Pneumatics LLC,Ullswater Pneumatics,active,Corporation,910039013,657415674,US,USD,Due on receipt,3 way,F,,ullswater.pneumatics@ullswaterpne.com,US-AP,2,2027-04-15,PLT-06 / PLT-01 / PLT-09
V-102473,Culverton Castings Corp,,Inactive,,51-6115356,322169752,US,USD,Net 30,3-way,yes,WBE,culverton.castings@culvertoncas.com,EU-AP,2,2028-10-24,
V-102474,Brackenridge Foundry Co,Brackenridge Foundry,Active,Non-Profit,80-4535808,544427876,,GBP,NET30,2 way,false,,brackenridge.foundry@brackenridgefou.com,,1,01/27/2028,PLT-01;PLT-08
V-102475,Fairweather Valves Ltd,Fairweather Valves,active,,51-9865674,,USA,usd,Net30,3-way,0,,fairweather.valves@fairweatherval.com,UK-AP,Medium,2027-07-14,PLT-10;PLT-01
V-102476,Elmswell Extrusions Ltd,,Active,Sole Proprietor,08-2314443,394174005,US,GBP,Net 15,3-way,F,,elmswell.extrusions@elmswellext.com,,Medium,2027-04-19,PLT-01
V-102477,Culverton Logistics GmbH,Culverton Logistics,active,,555785967,54901156,United States,USD,COD,,YES,WBE,culverton.logistics@culvertonlog.com,US-AP,Medium,,PLT-09;PLT-08
V-102478,Jarrow Forgings GmbH,Jarrow Forgings,inactive,Sole Prop,95-8519171,248316808,,MXN,,2-way,0,,jarrow.forgings@jarrowfor.com,EU-AP,Tier 1,06/17/2027,PLT-12;PLT-09
V-102479,Lansdowne Springs GmbH,,active,Sole Proprietor,049643332,815568454,GB,MXN,Net 90,3 way,,,lansdowne.springs@lansdownespr.com,UK-AP,High,2026-09-02,"PLT-01, PLT-02, PLT-10"
V-102480,Oakhurst Gasket PLC,Oakhurst Gasket,Pending,,555287362,78322914,GB,US Dollar,Net30,none,0,,oakhurst.gasket@oakhurstgas.com,US-AP,Medium,03/13/2027,PLT-10 / PLT-01 / PLT-05
V-102481,Brackenridge Weldments Ltd.,Brackenridge Weldments,active,Non-Profit,965384695,,Germany,USD,Net30,3-way,F,,brackenridge.weldments@brackenridgewel.com,,1,2027-10-25,PLT-10;PLT-12
V-102482,Farndale Hydraulics Ltd.,,active,Corporation,497763012,758937132,Germany,,Net 45,Three way direct,0,,ap@farndalehyd.com; farndale.hydraulics@farndalehyd.com,,Low,05/28/2027,
V-102483,Jarrow Springs Ltd,Jarrow Springs,active,Corporation,43-1378064,852256757,United States,USD,Net 30,3-way,T,WBE,jarrow.springs@jarrowspr.com,US-AP,High,06/17/2026,PLT-11
V-102484,Elmswell Weldments Co,Elmswell Weldments,Pending,LLC,39-8975876,818429261,US,,Net 30,None,false,,elmswell.weldments@elmswellwel.com,US-AP,Tier 1,2026-01-06,PLT-06;PLT-03;PLT-08;PLT-05
V-102485,Quarrington Forgings Co,Quarrington Forgings,Draft,,,279109268,CA,USD,Immediate,none,False,,quarrington.forgings@quarringtonfor.com,US-AP,2,2027-05-21,PLT-02;PLT-05
V-102486,Marchmont Foundry PLC,Marchmont Foundry,active,Partnership,35-8725069,646043235,US,USD,Net 30,Two-way,No,,marchmont.foundry@marchmontfou.com,US-AP,,,PLT-03;PLT-07
V-102487,Castleford Bearings Co,Castleford Bearings,draft,Corporation,63-7890800,288237297,Canada,EUR,Due on receipt,Three way direct,0,,castleford.bearings@castlefordbea.com,EU-AP,2,2027-06-16,PLT-08
V-102488,Verwood Hydraulics Co,Verwood Hydraulics,Inactive,Corporation,387854995,,USA,CAD,Net 60,,YES,HUBZone,verwood.hydraulics@verwoodhyd.com,,Tier 2,,"PLT-08, PLT-10"
V-102489,Pemberton Foundry Co,Pemberton Foundry,inactive,,05-8889473,501754615,US,CAD,NET30,2 way,N,,,US-AP,3,,"PLT-07, PLT-02"
V-102490,Pemberton Springs GmbH,Pemberton Springs,active,,869001837,960305886,US,Euro,Net 30,None,No,,pemberton.springs@pembertonspr.com,MX-AP,,2027-08-24,
V-102491,Rushcliffe Machining Ltd.,,Active,Non-Profit,42-0858568,277203872,DE,MXN,NET30,3 Way Match,False,,rushcliffe.machining@rushcliffemac.com,US-AP,Tier 1,2027-12-26,PLT-07;PLT-01;PLT-09;PLT-04
V-102492,Pemberton Abrasives Corp,,active,Partnership,13-0787615,25-200-9882,CA,,Immediate,2-way,FALSE,,ap@pembertonabr.com; pemberton.abrasives@pembertonabr.com,US-AP,High,2028-02-12,PLT-02;PLT-04
V-102493,Ashworth Foundry Co,,A,S-Corp,66-5505249,625630124,US,USD,COD,3-way,F,,ashworth.foundry@ashworthfou.com,,,04/11/2026,PLT-06;PLT-11;PLT-02;PLT-07
V-102494,Yarborough Valves Inc,,Draft,Corporation,686553824,643985325,US,Euro,Net 15,2-way,No,,yarborough.valves@yarboroughval.com,EU-AP,Tier 1,2028-08-04,PLT-02;PLT-04
V-102495,Draycott Fasteners S.A. de C.V.,Draycott Fasteners,active,LLC,49-4235560,364590454,DE,MXN,Net 30,3-way,false,,ap@draycottfas.com; draycott.fasteners@draycottfas.com,US-AP,3,2027-10-17,PLT-11
V-102496,Thirlmere Packaging Co,,Pending,,84-5394276,,,USD,Net 45,2 way,TRUE,Minority Business Enterprise,thirlmere.packaging@thirlmerepac.com,CA-AP,3,2026-07-09,PLT-09 / PLT-10
V-102497,Farndale Foundry Ltd,Farndale Foundry,Active,LLC,35-1362273,67369238,United Kingdom,USD,COD,3-way,false,,farndale.foundry@farndalefou.com,,Low,,PLT-05;PLT-03
V-102498,Saltburn Machining S.A. de C.V.,Saltburn Machining,active,Sole Proprietor,03-7001967,41-099-1423,US,USD,N30,2 Way Match,no,,saltburn.machining@saltburnmac.com,MX-AP,Tier 1,01/28/2027,PLT-07
V-102499,Alderman Gasket Co,,active,Corporation,693486867,254666329,US,USD,N30,none,No,,alderman.gasket@aldermangas.com,US-AP,Low,2027-12-01,"PLT-07, PLT-03, PLT-10, PLT-08"
V-102500,Culverton Seals Co,Culverton Seals,active,S-Corp,188996961,,US,USD,30 days,None,no,,culverton.seals@culvertonsea.com,MX-AP,High,2026-02-10,"PLT-07, PLT-06"
V-102501,Castleford Pneumatics Co,Castleford Pneumatics,Active,Corporation,55-1751657,322024278,,USD,Net 30,3-way,FALSE,MBE,castleford.pneumatics@castlefordpne.com,CA-AP,2,2026-09-01,
V-102502,Hollingworth Foundry Co,Hollingworth Foundry,ACTIVE,Sole Proprietor,87-3246233,,CA,USD,Net 30,3-way,F,,hollingworth.foundry@hollingworthfou.com,,1,2027-08-17,"PLT-11, PLT-01, PLT-04, PLT-02"
V-102503,Castleford Abrasives GmbH,,On Hold,Non-Profit,846857073,810529691,,EUR,Net 30,3-way,False,,castleford.abrasives@castlefordabr.com,US-AP,3,2026-07-21,PLT-02;PLT-11;PLT-05
V-102504,Culverton Hydraulics PLC,,On Hold,LLC,18-7853868,83140113,US,USD,Net 45,2-way,F,,culverton.hydraulics@culvertonhyd.com,CA-AP,Medium,10/02/2027,
V-102505,Eastgate Fabrication PLC,Eastgate Fabrication,Pending,,91-8435120,203710647,US,USD,Net 30,3-way-direct,N,,eastgate.fabrication@eastgatefab.com,US-AP,1,2027-02-21,PLT-06;PLT-03
V-102506,Hollingworth Lubricants Ltd.,Hollingworth Lubricants,Active,Corporation,18-8791251,427343841,Mexico,USD,Net 30,2-way,N,,hollingworth.lubricants.hollingworthlub.com,EU-AP,,2026-05-22,PLT-01;PLT-06
V-102507,Saltburn Valves Ltd,Saltburn Valves,draft,Sole Proprietor,47-0299081,725583337,MX,USD,,2-way,true,WBE,saltburn.valves@saltburnval.com,US-AP,Medium,2027-08-26,PLT-09;PLT-06
V-102508,Marchmont Hydraulics Inc,,active,LLC,61-5389696,291092694,Canada,GBP,Net 30,3-way,FALSE,,,US-AP,1,2028-09-02,PLT-12;PLT-07
V-102509,Alderman Weldments PLC,Alderman Weldments,active,Corporation,064286675,126550987,GB,,Net 45,3 Way Match,N,,alderman.weldments.aldermanwel.com,EU-AP,3,2026-01-10,PLT-03;PLT-10;PLT-02;PLT-06
V-102510,Yarborough Tooling Corp,Yarborough Tooling,inactive,S-Corp,86-8179119,700323747,US,USD,Net 45,2-way,F,,yarborough.tooling@yarboroughtoo.com,EU-AP,,2026-12-05,PLT-03;PLT-12;PLT-01;PLT-05
V-102511,Rushcliffe Logistics Inc.,,active,Corporation,63-5671363,935034125,US,,30 days,3-way,,,rushcliffe.logistics@rushcliffelog.com,EU-AP,3,,"PLT-09, PLT-02, PLT-12"
V-102512,Jarrow Castings Co,Jarrow Castings,draft,,420356730,76974003,Germany,,Net 30,3 Way Match,False,,jarrow.castings@jarrowcas.com,US-AP,2,2027-05-15,PLT-11;PLT-08;PLT-02
V-102513,Ingleby Forgings Co,Ingleby Forgings,inactive,Sole Prop,309615145,868351623,MX,EUR,,3-way-direct,false,,ingleby.forgings@inglebyfor.com,UK-AP,2,04/07/2027,
V-102514,Brackenridge Plating LLC,Brackenridge Plating,On Hold,LLC,328289732,130632686,United States,USD,2/10 Net 30,3-way,false,,brackenridge.plating@brackenridgepla.com,US-AP,3,2027-02-03,"PLT-02, PLT-01, PLT-04"
V-102515,Quarrington Seals Ltd.,Quarrington Seals,Pending,LLC,79-4606446,567854381,US,usd,2/10 Net 30,3 way,FALSE,,ap@quarringtonsea.com; quarrington.seals@quarringtonsea.com,US-AP,Tier 1,08/15/2028,
V-102516,Elmswell Packaging GmbH,,A,LLC,72-0790865,385899293,,USD,COD,,false,,elmswell.packaging@elmswellpac.com,US-AP,2,01/13/2026,PLT-04
V-102517,Lansdowne Weldments Co,,Active,LLC,85-5548294,,Canada,GBP,Net 60,3-way-direct,,WOSB,lansdowne.weldments@lansdownewel.com,UK-AP,2,,PLT-06
V-102518,Thirlmere Machining LLC,,active,Partnership,02-9925078,276011296,DE,,N30,2 way,False,,ap@thirlmeremac.com; thirlmere.machining@thirlmeremac.com,MX-AP,Medium,2027-02-11,"PLT-01, PLT-12"
V-102519,Ullswater Fasteners Corp,Ullswater Fasteners,active,Corporation,730009325,105353244,US,USD,Net 30,none,false,,ullswater.fasteners@ullswaterfas.com,US-AP,1,,PLT-06
V-102520,Draycott Valves LLC,Draycott Valves,active,LLC,,71265074,US,USD,Due on receipt,2-way,N,,draycott.valves@draycottval.com,US-AP,Tier 1,,PLT-09;PLT-08;PLT-02
V-102521,Brackenridge Abrasives GmbH,,active,Corporation,766358959,710347306,US,Euro,NET30,3-way,Yes,Woman-Owned Small Business,brackenridge.abrasives@brackenridgeabr.com,CA-AP,Low,2028-10-26,PLT-11
V-102522,Netherfield Lubricants Corp,Netherfield Lubricants,On Hold,S-Corp,99-2109302,264310810,,GBP,Net 15,3-way,No,,netherfield.lubricants@netherfieldlub.com,EU-AP,Tier 2,,"PLT-02, PLT-10"
V-102523,Pemberton Foundry Corp,,active,LLC,35-2169500,477227251,,MXN,Due on receipt,none,FALSE,,pemberton.foundry@pembertonfou.com,,1,2026-08-16,PLT-01
V-102524,Rushcliffe Pneumatics LLC,Rushcliffe Pneumatics,Active,Corporation,59-4891304,289025267,CA,MXN,,3-way,no,,ap@rushcliffepne.com; rushcliffe.pneumatics@rushcliffepne.com,,Tier 1,03/21/2028,PLT-11;PLT-07;PLT-01
V-102525,Quarrington Fasteners LLC,Quarrington Fasteners,On Hold,,003487872,197612625,United Kingdom,USD,Net 15,2-way,False,,quarrington.fasteners@quarringtonfas.com,,Low,2027-12-11,PLT-04;PLT-10;PLT-06
V-102526,Farndale Machining Inc,,On Hold,LLC,761444952,261343463,United States,USD,Net 45,,1,VOSB,farndale.machining@farndalemac.com,,Tier 1,2027-08-20,
V-102527,Jarrow Calibration Inc,,Active,,479455776,894874757,US,usd,COD,Two-way,0,,jarrow.calibration@jarrowcal.com,UK-AP,Low,2027-10-03,"PLT-02, PLT-11"
V-102528,Netherfield Pneumatics S.A. de C.V.,Netherfield Pneumatics,On Hold,Sole Proprietor,13-2699188,879825234,GB,USD,Net 30,2-way,no,,netherfield.pneumatics@netherfieldpne.com,EU-AP,Tier 2,,PLT-02
V-100149,Hollingworth Hydraulics Co,Hollingworth Hydraulics,,Corporation,086713182,074328331,USA,USD,,2-way,TRUE,HUBZone,,US-AP,Tier 1,2026-06-05,PLT-08;PLT-07;PLT-06
V-102530,Thirlmere Packaging LLC,,Pending,S-Corp,286324703,866516097,US,EUR,Net 30,3 way,false,,thirlmere.packaging@thirlmerepac.com,,2,2026-08-14,PLT-05
V-102531,Lansdowne Springs PLC,Lansdowne Springs,Pending,Corporation,257419118,244428861,CA,USD,,3 way,FALSE,,lansdowne.springs@lansdownespr.com,US-AP,Medium,2026-06-12,"PLT-04, PLT-11"
V-102532,Brackenridge Coatings S.A. de C.V.,,active,LLC,341553037,540292220,United States,USD,Net 30,3-way,N,,brackenridge.coatings@brackenridgecoa.com,EU-AP,1,,PLT-08
V-102533,Elmswell Electrical GmbH,Elmswell Electrical,active,,98-3205665,949812733,CA,EUR,Net 45,3-way,false,,,EU-AP,3,09/09/2028,PLT-06;PLT-02;PLT-05
V-102534,Ashworth Lubricants Corp,Ashworth Lubricants,A,Partnership,96-9936762,730525470,US,,Net 30,3-way-direct,False,,ashworth.lubricants@ashworthlub.com,CA-AP,2,2027-01-01,
V-102535,Netherfield Fabrication Co,Netherfield Fabrication,inactive,S-Corp,,665558589,DE,USD,COD,3-way,T,MBE,netherfield.fabrication@netherfieldfab.com,CA-AP,1,2028-10-05,PLT-07
V-102536,Ingleby Logistics Co,Ingleby Logistics,,Non-Profit,68-0191229,245082418,US,USD,30 days,3 way,,,ingleby.logistics@inglebylog.com,EU-AP,1,05/07/2028,"PLT-09, PLT-06, PLT-04"
V-102537,Elmswell Fabrication GmbH,Elmswell Fabrication,Active,Corporation,28-0307147,953941260,USA,EUR,Net 60,2 Way Match,No,,,EU-AP,1,2027-12-12,PLT-06
V-102538,Culverton Valves Inc.,Culverton Valves,ACTIVE,S-Corp,66-7098500,442111370,USA,USD,Net 45,3-way,,,culverton.valves.culvertonval.com,US-AP,Tier 2,2028-10-25,PLT-05;PLT-09;PLT-07
V-102539,Jarrow Packaging GmbH,,,Corporation,28-0942890,394228907,GB,USD,Net 30,3-way-direct,False,,ap@jarrowpac.com; jarrow.packaging@jarrowpac.com,US-AP,Tier 1,,
V-102540,Grimsby Coatings Ltd.,,active,Limited Liability Company,,046620861,U.S.,USD,NET30,3 Way Match,false,,grimsby.coatings@grimsbycoa.com,EU-AP,Medium,2028-01-12,PLT-05;PLT-08
V-102541,Fairweather Pneumatics LLC,Fairweather Pneumatics,Active,Corporation,046999952,692234685,DE,USD,Net 45,3-way-direct,False,,ap@fairweatherpne.com; fairweather.pneumatics@fairweatherpne.com,CA-AP,1,,PLT-01;PLT-06;PLT-04;PLT-10
V-102542,Alderman Foundry Ltd.,,Active,LLC,67-8276580,155333297,United States,GBP,Net 60,3-way,TRUE,DBE,,US-AP,High,2028-03-21,PLT-10
V-102543,Saltburn Lubricants LLC,,draft,,44-2472129,96526320,USA,,Net 30,3-way,No,,saltburn.lubricants@saltburnlub.com,MX-AP,,2027-01-25,
V-102544,Rushcliffe Valves Ltd,,active,,71-8668540,823785828,Canada,USD,Net 45,2 way,Y,Woman-Owned Small Business,rushcliffe.valves@rushcliffeval.com,US-AP,Low,11/17/2028,PLT-11
V-102545,Fairweather Plating Inc,Fairweather Plating,A,LLC,447236945,,GB,Euro,Net 15,2-way,0,,fairweather.plating@fairweatherpla.com,,2,04/18/2027,PLT-10;PLT-08;PLT-07
V-102546,Yarborough Weldments Inc.,,,,12-0016834,473472811,Canada,USD,Net 60,3-way,TRUE,DBE,yarborough.weldments@yarboroughwel.com,MX-AP,Tier 1,08/25/2027,PLT-08
V-102547,Ashworth Calibration Ltd.,,On Hold,S-Corp,088134792,531887776,US,,Net 15,3-way,Yes,DBE,ashworth.calibration@ashworthcal.com,CA-AP,1,2026-11-23,PLT-11 / PLT-05
V-102548,Farndale Calibration PLC,Farndale Calibration,Active,Non-Profit,96-5366744,396993350,CA,USD,Net 30,2 way,False,,farndale.calibration@farndalecal.com,US-AP,Tier 1,2027-05-25,PLT-04;PLT-07
V-102549,Verwood Plating Inc,Verwood Plating,Inactive,Corporation,91-8840142,431936788,Deutschland,EUR,Net 15,3-way,F,,verwood.plating@verwoodpla.com,US-AP,3,03/08/2027,"PLT-10, PLT-01"
V-102550,Verwood Weldments GmbH,Verwood Weldments,active,S-Corp,,816785342,US,USD,Net 90,2-way,T,MBE,verwood.weldments@verwoodwel.com,,Tier 2,2028-09-24,PLT-08;PLT-10;PLT-07
V-102551,Lansdowne Electrical Corp,Lansdowne Electrical,active,S-Corp,00-4492892,746954584,US,,Net30,3 Way Match,Yes,MBE,lansdowne.electrical@lansdowneele.com,US-AP,2,,PLT-09;PLT-05;PLT-03;PLT-01
V-102552,Pemberton Valves PLC,Pemberton Valves,active,Corporation,89-3243835,899046773,US,Euro,Net 30,2-way,Yes,SDVOSB,ap@pembertonval.com; pemberton.valves@pembertonval.com,CA-AP,Tier 2,2028-05-27,PLT-08
V-102553,Verwood Bearings LLC,Verwood Bearings,active,Partnership,107918301,942975757,Canada,USD,Net 30,3-way-direct,Yes,MBE,,US-AP,Low,2027-05-12,PLT-07
V-102554,Eastgate Coatings Inc,Eastgate Coatings,active,Sole Prop,714787271,462021286,US,EUR,Due on receipt,,N,,eastgate.coatings@eastgatecoa.com,US-AP,Tier 3,12/07/2026,PLT-09;PLT-08
V-102555,Hollingworth Valves Corp,Hollingworth Valves,active,,,226394418,USA,CAD,Net 45,3 way,No,,hollingworth.valves@hollingworthval.com,US-AP,2,2028-05-18,PLT-03;PLT-09
V-102556,Oakhurst Gasket Ltd.,,Active,Partnership,,282146675,U.S.,,Net 45,2 Way Match,No,,oakhurst.gasket@oakhurstgas.com,CA-AP,Medium,2028-12-12,PLT-01
V-102557,Oakhurst Machining Ltd.,,inactive,Partnership,248142940,805551461,United Kingdom,EUR,Net 60,Two-way,,,oakhurst.machining@oakhurstmac.com,,Tier 2,2027-12-24,PLT-12
V-102558,Rushcliffe Foundry PLC,Rushcliffe Foundry,A,S-Corp,07-6786082,720635666,US,,Net 90,3 way,N,,rushcliffe.foundry@rushcliffefou.com,US-AP,1,03/23/2026,PLT-01
V-102559,Ingleby Castings Co,,,,440415838,677800581,,USD,Due on receipt,2-way,0,,ingleby.castings@inglebycas.com,MX-AP,1,2027-01-03,PLT-10;PLT-04
V-102560,Jarrow Calibration Co,Jarrow Calibration,Active,Partnership,475363821,524725273,DE,Euro,Net 45,None,,HUBZone,,CA-AP,3,2026-06-18,PLT-03;PLT-02
V-102561,Pemberton Calibration S.A. de C.V.,,I,Non-Profit,338011252,535025622,MX,USD,NET30,2-way,No,,pemberton.calibration@pembertoncal.com,,Low,,PLT-07;PLT-03
V-102562,Brackenridge Plating Inc.,,active,Sole Proprietor,17-7138067,190515740,Canada,USD,Net30,,Yes,WBE,brackenridge.plating.brackenridgepla.com,US-AP,Tier 1,2027-02-08,PLT-11
V-102563,Ashworth Foundry Inc.,Ashworth Foundry,Draft,LLC,969544146,467986333,Germany,USD,Net 60,,TRUE,WBE,ashworth.foundry@ashworthfou.com,CA-AP,Tier 1,,PLT-09
V-102564,Eastgate Forgings Inc,Eastgate Forgings,On Hold,Limited Liability Company,,492764475,MX,USD,Due on receipt,3-way,No,,eastgate.forgings@eastgatefor.com,US-AP,Medium,2026-04-01,PLT-09
V-102565,Kettleby Coatings Inc.,,active,Corporation,578907127,810962610,US,EUR,Net 30,None,F,,kettleby.coatings@kettlebycoa.com,US-AP,2,12/09/2027,PLT-01;PLT-10
V-102566,Oakhurst Extrusions Corp,Oakhurst Extrusions,On Hold,LLC,698316138,151150731,United States,USD,Immediate,None,no,,oakhurst.extrusions@oakhurstext.com,EU-AP,Tier 2,2027-05-06,PLT-11;PLT-08;PLT-07;PLT-05
V-102567,Ullswater Foundry Co,Ullswater Foundry,Active,LLC,93-7469828,03674785,DE,USD,COD,3-way-direct,0,,ullswater.foundry@ullswaterfou.com,EU-AP,2,2027-10-25,PLT-01;PLT-09
V-102568,Jarrow Seals Inc,Jarrow Seals,active,Corporation,544863644,571666716,,GBP,Immediate,2-way,,,jarrow.seals@jarrowsea.com,CA-AP,2,2027-12-03,PLT-09;PLT-05
V-102569,Verwood Tooling Co,Verwood Tooling,active,,66-5203249,995780888,,,Net 45,2 Way Match,0,,verwood.tooling@verwoodtoo.com,UK-AP,3,01/22/2027,PLT-08;PLT-10
V-102570,Pemberton Castings Ltd,,Pending,S-Corp,71-6494817,569001909,GB,USD,2/10 Net 30,,False,,pemberton.castings@pembertoncas.com,MX-AP,3,2028-02-10,PLT-06
V-100851,Brackenridge Gasket Inc,Brackenridge Gasket,Draft,Corporation,12-1565606,374725448,DE,,COD,none,No,,brackenridge.gasket@brackenridgegas.com,EU-AP,Tier 2,2026-10-04,PLT-07;PLT-04;PLT-01
V-102572,Culverton Packaging Inc.,Culverton Packaging,active,LLC,48-9639347,771219208,US,US Dollar,,3-way,,,culverton.packaging@culvertonpac.com,US-AP,Tier 3,2028-07-02,"PLT-09, PLT-04"
V-102573,Ullswater Weldments PLC,,active,Corporation,09-0580319,795347921,,USD,Net 45,2-way,,MBE,ullswater.weldments@ullswaterwel.com,EU-AP,Tier 2,,PLT-01
V-102574,Castleford Bearings Inc.,,active,Corporation,107630724,,US,CAD,2/10 Net 30,None,False,,castleford.bearings@castlefordbea.com,,3,,PLT-03
V-102575,Quarrington Bearings Co,Quarrington Bearings,Active,S-Corp,18-9321344,725582979,Mexico,USD,NET30,3-way,False,,quarrington.bearings@quarringtonbea.com,US-AP,,2028-11-14,PLT-02
V-102576,Yarborough Pneumatics Ltd.,,inactive,Corporation,44-4238075,832655549,US,,NET30,none,F,,ap@yarboroughpne.com; yarborough.pneumatics@yarboroughpne.com,,1,2026-03-09,"PLT-11, PLT-02"
V-102577,Elmswell Fasteners LLC,Elmswell Fasteners,Active,,38-2426318,361223309,Deutschland,USD,2/10 Net 30,2 Way Match,FALSE,,elmswell.fasteners@elmswellfas.com,EU-AP,,2028-01-20,PLT-08;PLT-05
V-102578,Wolverton Machining LLC,Wolverton Machining,draft,LLC,05-0573080,899459205,US,US Dollar,Net 60,,N,,wolverton.machining@wolvertonmac.com,US-AP,3,2026-11-06,PLT-11
V-102579,Lansdowne Gasket PLC,,active,Sole Proprietor,811263107,643940891,CA,USD,Net 90,2 way,F,,lansdowne.gasket@lansdownegas.com,MX-AP,2,04/19/2026,PLT-07 / PLT-04 / PLT-03
V-102580,Hollingworth Bearings Corp,Hollingworth Bearings,active,Corporation,58-8765680,171366625,US,CAD,NET30,3-way-direct,No,,hollingworth.bearings@hollingworthbea.com,US-AP,Tier 2,2026-01-21,
V-102581,Jarrow Calibration Corp,Jarrow Calibration,,S-Corp,050732727,404700869,Germany,,,3-way,YES,WOSB,jarrow.calibration@jarrowcal.com,CA-AP,Tier 1,2026-08-20,"PLT-02, PLT-07, PLT-06, PLT-11"
V-102582,Yarborough Extrusions S.A. de C.V.,Yarborough Extrusions,inactive,Corporation,038685610,781973009,Germany,USD,Net 15,3-way,FALSE,,ap@yarboroughext.com; yarborough.extrusions@yarboroughext.com,US-AP,3,2026-02-07,"PLT-11, PLT-10"
V-102583,Kettleby Extrusions Co,Kettleby Extrusions,ACTIVE,LLC,636797739,983765735,MX,MXN,Net 30,3-way,no,,,EU-AP,1,2028-01-11,PLT-11
V-102584,Alderman Coatings Inc,Alderman Coatings,inactive,Corporation,87-9461674,847791995,United States,EUR,Net 60,3-way-direct,0,,alderman.coatings@aldermancoa.com,US-AP,2,2028-02-14,PLT-08;PLT-03
V-102585,Draycott Plating Ltd,Draycott Plating,active,Sole Proprietor,928925100,175309587,U.S.,usd,Net 15,Two-way,No,,draycott.plating@draycottpla.com,US-AP,2,2027-01-21,PLT-03
V-102586,Culverton Valves S.A. de C.V.,Culverton Valves,Inactive,Sole Proprietor,350419124,,US,GBP,Net 30,3-way,false,,culverton.valves@culvertonval.com,US-AP,1,05/27/2026,PLT-02;PLT-05
V-102587,Jarrow Extrusions GmbH,,active,Corporation,90-6128216,495293864,CA,GBP,Net 30,3 Way Match,no,,jarrow.extrusions@jarrowext.com,US-AP,Low,2027-01-21,PLT-09;PLT-07;PLT-01
V-102588,Alderman Castings Inc,,Inactive,LLC,61-4488207,,US,EUR,Net 30,3-way-direct,1,MBE,alderman.castings@aldermancas.com,CA-AP,Low,,
V-102589,Quarrington Castings Ltd,,Active,LLC,540932750,582435122,CA,EUR,Net 60,3-way,N,,quarrington.castings@quarringtoncas.com,MX-AP,,2028-01-16,PLT-12;PLT-06;PLT-10
